"participant","sex","include","time","sets","leg","exercise","load"
"FP23","male","incl","session1","single","L","isok.240",99
"FP23","male","incl","session1","multiple","R","isom",221
"FP23","male","incl","session1","single","L","isom",233
"FP23","male","incl","session1","multiple","R","isom",212
"FP23","male","incl","session1","single","L","isom",248
"FP23","male","incl","week2","multiple","R","isok.60",172
"FP23","male","incl","week2","single","L","isok.60",182
"FP23","male","incl","week2","multiple","R","isok.120",137
"FP23","male","incl","week2","single","L","isok.120",150
"FP23","male","incl","week2","multiple","R","isok.240",95
"FP23","male","incl","week2","single","L","isok.240",101
"FP23","male","incl","week2","multiple","R","isom",247
"FP23","male","incl","week2","single","L","isom",241
"FP23","male","incl","week2","multiple","R","isom",259
"FP23","male","incl","week2","single","L","isom",234
"FP23","male","incl","week5","multiple","R","isok.60",170
"FP23","male","incl","week5","single","L","isok.60",180
"FP23","male","incl","week5","multiple","R","isok.120",140
"FP23","male","incl","week5","single","L","isok.120",146
"FP23","male","incl","week5","multiple","R","isok.240",98
"FP23","male","incl","week5","single","L","isok.240",97
"FP23","male","incl","week5","multiple","R","isom",226
"FP23","male","incl","week5","single","L","isom",235
"FP23","male","incl","week5","multiple","R","isom",208
"FP23","male","incl","week5","single","L","isom",240
"FP23","male","incl","week9","multiple","R","isok.60",196
"FP23","male","incl","week9","single","L","isok.60",186
"FP23","male","incl","week9","multiple","R","isok.120",142
"FP23","male","incl","week9","single","L","isok.120",141
"FP23","male","incl","week9","multiple","R","isok.240",104
"FP23","male","incl","week9","single","L","isok.240",107
"FP23","male","incl","week9","multiple","R","isom",218
"FP23","male","incl","week9","single","L","isom",230
"FP23","male","incl","week9","multiple","R","isom",251
"FP23","male","incl","week9","single","L","isom",239
"FP23","male","incl","post","multiple","R","isok.60",173
"FP23","male","incl","post","single","L","isok.60",168
"FP23","male","incl","post","multiple","R","isok.120",139
"FP23","male","incl","post","single","L","isok.120",140
"FP23","male","incl","post","multiple","R","isok.240",100
"FP23","male","incl","post","single","L","isok.240",98
"FP23","male","incl","post","multiple","R","isom",236
"FP23","male","incl","post","single","L","isom",243
"FP23","male","incl","post","multiple","R","isom",215
"FP23","male","incl","post","single","L","isom",237
"FP21","male","incl","pre","multiple","R","isok.60",251
"FP21","male","incl","pre","single","L","isok.60",253
"FP21","male","incl","pre","multiple","R","isok.120",222
"FP21","male","incl","pre","single","L","isok.120",204
"FP21","male","incl","pre","multiple","R","isok.240",153
"FP21","male","incl","pre","single","L","isok.240",159
"FP21","male","incl","pre","multiple","R","isom",307
"FP21","male","incl","pre","single","L","isom",265
"FP21","male","incl","pre","multiple","R","isom",306
"FP21","male","incl","pre","single","L","isom",285
"FP21","male","incl","session1","multiple","R","isok.60",252
"FP21","male","incl","session1","single","L","isok.60",264
"FP21","male","incl","session1","multiple","R","isok.120",220
"FP21","male","incl","session1","single","L","isok.120",224
"FP21","male","incl","session1","multiple","R","isok.240",158
"FP21","male","incl","session1","single","L","isok.240",153
"FP21","male","incl","session1","multiple","R","isom",351
"FP21","male","incl","session1","single","L","isom",347
"FP21","male","incl","session1","multiple","R","isom",307
"FP21","male","incl","session1","single","L","isom",326
"FP21","male","incl","week2","multiple","R","isok.60",266
"FP21","male","incl","week2","single","L","isok.60",241
"FP21","male","incl","week2","multiple","R","isok.120",209
"FP21","male","incl","week2","single","L","isok.120",217
"FP21","male","incl","week2","multiple","R","isok.240",154
"FP21","male","incl","week2","single","L","isok.240",144
"FP21","male","incl","week2","multiple","R","isom",369
"FP21","male","incl","week2","single","L","isom",NA
"FP21","male","incl","week2","multiple","R","isom",333
"FP21","male","incl","week2","single","L","isom",308
"FP21","male","incl","week5","multiple","R","isok.60",300
"FP21","male","incl","week5","single","L","isok.60",285
"FP21","male","incl","week5","multiple","R","isok.120",218
"FP21","male","incl","week5","single","L","isok.120",229
"FP21","male","incl","week5","multiple","R","isok.240",158
"FP21","male","incl","week5","single","L","isok.240",156
"FP21","male","incl","week5","multiple","R","isom",398
"FP21","male","incl","week5","single","L","isom",365
"FP21","male","incl","week5","multiple","R","isom",391
"FP21","male","incl","week5","single","L","isom",351
"FP21","male","incl","week9","multiple","R","isok.60",NA
"FP21","male","incl","week9","single","L","isok.60",NA
"FP21","male","incl","week9","multiple","R","isok.120",NA
"FP21","male","incl","week9","single","L","isok.120",NA
"FP21","male","incl","week9","multiple","R","isok.240",NA
"FP21","male","incl","week9","single","L","isok.240",NA
"FP21","male","incl","week9","multiple","R","isom",NA
"FP21","male","incl","week9","single","L","isom",NA
"FP21","male","incl","week9","multiple","R","isom",NA
"FP21","male","incl","week9","single","L","isom",NA
"FP21","male","incl","post","multiple","R","isok.60",283
"FP21","male","incl","post","single","L","isok.60",294
"FP21","male","incl","post","multiple","R","isok.120",220
"FP21","male","incl","post","single","L","isok.120",231
"FP21","male","incl","post","multiple","R","isok.240",164
"FP21","male","incl","post","single","L","isok.240",168
"FP21","male","incl","post","multiple","R","isom",398
"FP21","male","incl","post","single","L","isom",302
"FP21","male","incl","post","multiple","R","isom",328
"FP21","male","incl","post","single","L","isom",NA
"FP38","female","incl","pre","multiple","R","isok.60",208
"FP38","female","incl","pre","single","L","isok.60",185
"FP38","female","incl","pre","multiple","R","isok.120",177
"FP38","female","incl","pre","single","L","isok.120",161
"FP38","female","incl","pre","multiple","R","isok.240",112
"FP38","female","incl","pre","single","L","isok.240",112
"FP38","female","incl","pre","multiple","R","isom",273
"FP38","female","incl","pre","single","L","isom",235
"FP38","female","incl","pre","multiple","R","isom",245
"FP38","female","incl","pre","single","L","isom",250
"FP38","female","incl","session1","multiple","R","isok.60",204
"FP38","female","incl","session1","single","L","isok.60",172
"FP38","female","incl","session1","multiple","R","isok.120",159
"FP38","female","incl","session1","single","L","isok.120",147
"FP38","female","incl","session1","multiple","R","isok.240",103
"FP38","female","incl","session1","single","L","isok.240",112
"FP38","female","incl","session1","multiple","R","isom",259
"FP38","female","incl","session1","single","L","isom",204
"FP38","female","incl","session1","multiple","R","isom",236
"FP38","female","incl","session1","single","L","isom",197
"FP38","female","incl","week2","multiple","R","isok.60",170
"FP38","female","incl","week2","single","L","isok.60",165
"FP38","female","incl","week2","multiple","R","isok.120",151
"FP38","female","incl","week2","single","L","isok.120",141
"FP38","female","incl","week2","multiple","R","isok.240",106
"FP38","female","incl","week2","single","L","isok.240",116
"FP38","female","incl","week2","multiple","R","isom",254
"FP38","female","incl","week2","single","L","isom",228
"FP38","female","incl","week2","multiple","R","isom",255
"FP38","female","incl","week2","single","L","isom",210
"FP38","female","incl","week5","multiple","R","isok.60",200
"FP38","female","incl","week5","single","L","isok.60",166
"FP38","female","incl","week5","multiple","R","isok.120",164
"FP38","female","incl","week5","single","L","isok.120",161
"FP38","female","incl","week5","multiple","R","isok.240",117
"FP38","female","incl","week5","single","L","isok.240",122
"FP38","female","incl","week5","multiple","R","isom",248
"FP38","female","incl","week5","single","L","isom",223
"FP38","female","incl","week5","multiple","R","isom",205
"FP38","female","incl","week5","single","L","isom",235
"FP38","female","incl","week9","multiple","R","isok.60",NA
"FP38","female","incl","week9","single","L","isok.60",NA
"FP38","female","incl","week9","multiple","R","isok.120",NA
"FP38","female","incl","week9","single","L","isok.120",NA
"FP38","female","incl","week9","multiple","R","isok.240",NA
"FP38","female","incl","week9","single","L","isok.240",NA
"FP38","female","incl","week9","multiple","R","isom",NA
"FP38","female","incl","week9","single","L","isom",NA
"FP38","female","incl","week9","multiple","R","isom",NA
"FP38","female","incl","week9","single","L","isom",NA
"FP38","female","incl","post","multiple","R","isok.60",201
"FP38","female","incl","post","single","L","isok.60",135
"FP38","female","incl","post","multiple","R","isok.120",161
"FP38","female","incl","post","single","L","isok.120",151
"FP38","female","incl","post","multiple","R","isok.240",120
"FP38","female","incl","post","single","L","isok.240",121
"FP38","female","incl","post","multiple","R","isom",234
"FP38","female","incl","post","single","L","isom",245
"FP38","female","incl","post","multiple","R","isom",233
"FP38","female","incl","post","single","L","isom",228
"FP22","female","incl","pre","single","R","isok.60",128
"FP22","female","incl","pre","multiple","L","isok.60",124
"FP22","female","incl","pre","single","R","isok.120",101
"FP22","female","incl","pre","multiple","L","isok.120",98
"FP22","female","incl","pre","single","R","isok.240",64
"FP22","female","incl","pre","multiple","L","isok.240",62
"FP22","female","incl","pre","single","R","isom",161
"FP22","female","incl","pre","multiple","L","isom",166
"FP22","female","incl","pre","single","R","isom",156
"FP22","female","incl","pre","multiple","L","isom",165
"FP22","female","incl","session1","single","R","isok.60",125
"FP22","female","incl","session1","multiple","L","isok.60",121
"FP22","female","incl","session1","single","R","isok.120",105
"FP22","female","incl","session1","multiple","L","isok.120",95
"FP22","female","incl","session1","single","R","isok.240",51
"FP22","female","incl","session1","multiple","L","isok.240",59
"FP22","female","incl","session1","single","R","isom",186
"FP22","female","incl","session1","multiple","L","isom",163
"FP22","female","incl","session1","single","R","isom",166
"FP22","female","incl","session1","multiple","L","isom",157
"FP22","female","incl","week2","single","R","isok.60",142
"FP22","female","incl","week2","multiple","L","isok.60",135
"FP22","female","incl","week2","single","R","isok.120",114
"FP22","female","incl","week2","multiple","L","isok.120",91
"FP22","female","incl","week2","single","R","isok.240",67
"FP22","female","incl","week2","multiple","L","isok.240",66
"FP22","female","incl","week2","single","R","isom",151
"FP22","female","incl","week2","multiple","L","isom",173
"FP22","female","incl","week2","single","R","isom",203
"FP22","female","incl","week2","multiple","L","isom",169
"FP22","female","incl","week5","single","R","isok.60",131
"FP22","female","incl","week5","multiple","L","isok.60",140
"FP22","female","incl","week5","single","R","isok.120",102
"FP22","female","incl","week5","multiple","L","isok.120",110
"FP22","female","incl","week5","single","R","isok.240",68
"FP22","female","incl","week5","multiple","L","isok.240",65
"FP22","female","incl","week5","single","R","isom",174
"FP22","female","incl","week5","multiple","L","isom",201
"FP22","female","incl","week5","single","R","isom",178
"FP22","female","incl","week5","multiple","L","isom",193
"FP22","female","incl","week9","single","R","isok.60",NA
"FP22","female","incl","week9","multiple","L","isok.60",NA
"FP22","female","incl","week9","single","R","isok.120",NA
"FP22","female","incl","week9","multiple","L","isok.120",NA
"FP22","female","incl","week9","single","R","isok.240",NA
"FP22","female","incl","week9","multiple","L","isok.240",NA
"FP22","female","incl","week9","single","R","isom",NA
"FP22","female","incl","week9","multiple","L","isom",NA
